MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
-0.32619600376929286,0.34849024666633216,-0.17491646146226855,-0.20836543365404323,0.7682762831665109,0.05137609194217737,-1.3728111990669631,1.2725865624715633
-0.03584337669866782,1.6181181253037589,-0.40283542400979677,-0.12853018113161224,-0.09890134844728132,-0.11736221915569413,-0.8766960138236571,0.7091621244200409
0.14470144729641415,-1.9527102833640038,0.08821601192681848,-0.2575377051098979,-0.44981805738633107,-0.03227968617896889,-0.4601464714967344,-0.4476030935264562
-1.0178643798132792,0.5865454739108497,-0.6000153190656903,-0.14515633623453922,-0.007434336593493907,0.07750686671265287,-1.3821718629394797,1.2326981066803058
-0.17148830990963268,1.1420076708147238,0.34900730188989565,0.08662431665989127,-0.4858771678286896,-0.06883175925839588,0.5320838989898776,-0.10855121930075648
1.4399188815647979,-0.683082404726577,0.3547569975255417,-0.20301334968605886,1.1156750301111842,0.023110557151489134,0.8316251429103639,-1.1356789559256613
-0.7150133036121046,-0.04826846540786367,-0.4565295597642843,-0.05065191252372362,-0.06284223800492282,0.03414176986057448,-0.7503270515447039,0.8038972069242785
2.157529416728497,0.6658972163256889,0.25866967116879147,-0.32836525765120983,-0.37594085550442585,-0.060567793004697876,1.0609614077869836,-1.4697447731774511
-1.2502410075556405,-1.8733585409491644,-0.7601282961637551,-0.18607412968746223,-0.5342491452513656,-0.04003324639166021,-0.708204064118384,0.8387996057416262
1.3369379624681264,-1.8733585409491644,0.5424739495388241,-0.15252991884076617,7.03640506664673,0.025712488767999465,-0.7596877154172172,0.8936462324546062
0.17642020055209487,1.8561733525482764,0.12878762859948226,0.12779744359011475,-0.6802445680179878,0.06233613108846489,0.9720351009980903,-1.4298563173861936
-0.8667276714194903,-0.28632369265238117,-0.9188177102824128,-0.058587990308128765,0.24937688899598612,-0.010627394127332516,-0.7830893750985073,0.6144270419158033
-0.5281667405596027,-1.238544601630451,0.4419317135301934,0.2789642679272876,-0.5949339896543592,-0.057166502333929725,0.8503464706553938,-0.06866276350949893
-0.9366244604647068,0.5865454739108497,-1.0147757612359805,-0.014992737738243764,1.8773138018936832,0.21916101521849934,0.7895021554840439,-1.1456510698734739
-0.5609882981503317,1.3800628980592413,-0.29874768629667353,-0.17623618277765943,-0.6265956476037472,-0.058438349935374924,-0.6848024044370974,0.6194130988897061
-0.3749819669721523,0.5865454739108497,-0.1594939474997092,-0.2231865892576917,0.3918543497682319,0.04707580124748743,-0.8205320305885672,0.6742597256026861
-0.5190292189263438,1.8561733525482764,-0.033461173290376164,-0.11802053070332898,-0.22642747074342723,-0.03749147365273742,0.48060024769104437,-1.030971759473611
0.2759876776593301,-0.683082404726577,0.194916726331365,-0.10356387993706728,0.5668729589884597,-0.01696271338610898,1.1171253910220769,-0.8764039932824836
0.18498006277175663,0.4278419890811713,-0.1846745871162138,-0.2969510906666399,0.4586956276613842,0.04877126867292506,-0.6192777573294909,0.5745385861245387
-1.285478231785047,-0.6037306623117379,-0.9958826785631045,-0.21485303335419603,-0.1261655539036987,0.13255791980938977,-0.8018107028435373,0.649329440733151
-0.8860530045289117,0.18978676183665383,-0.2685898198189664,-0.09226269457083486,-0.3319663305747204,0.0029695042653453386,-0.694163068309614,1.118018796280436
2.4480921017677026,0.5071937314960105,0.8684145690058342,-0.17954046558665324,-0.08922695296274612,-0.027063145593049176,0.7473791680577273,-1.1955116396125511
-0.6110871236568205,-0.5243789198968987,0.2541212940521114,0.27975980418064494,-0.3328458210733145,-0.014646841364352455,1.5430355972215162,-1.778880305559706
-1.2108551384467658,1.1420076708147238,-0.6065828308155718,-0.2157640973436459,-0.28711231514642077,0.038003225310873204,-0.7784090431622506,0.649329440733151
-0.8520236136188436,-0.8417858895562553,0.6750271059740585,0.9417977958309649,-1.0373177104471965,-0.06810530139996171,2.4557003247917484,-1.360051519751491
0.8068041642626718,1.8561733525482764,0.556892483239159,-0.04967977663948896,-0.6195597236149942,-0.06369485281861868,1.0516007439144703,-1.3450933488297687
-1.6046088005512231,-1.0798411168007729,-0.1613683258081868,0.5847516555862008,-1.1270257413037956,0.04560553282993672,1.795773521779426,-0.9910833036823464
-0.1979030994586514,1.3800628980592413,-0.705915971775471,-0.2415071843788683,-0.45421550987930165,0.044405980501966785,-0.731605723799674,0.6593015546809636
-0.0008162104378418511,-0.5243789198968987,-0.30158756971762435,0.11329132384920759,-0.5421645597387126,-0.0303322289491775,-0.8626550180148872,0.7540366371852083
-0.7313453106692513,0.031083277006975496,0.27925903201394464,0.30612691054904384,-0.35835104553254366,0.0128050350976121,0.1950999995793314,-0.6021708597175837
